# command: /Users/vishnu/molecular/build/apps/moldyn_run --cells 3 --density 0.80 --temperature 1.0 --cutoff 2.5 --skin 0.4 --dt 0.001 --equilibrate 0 --production 1000 --thermostat none --seed 12345 --truncation linear-force-shift --thermo-out /Users/vishnu/molecular/results/exp02_thermo_dt0.001.csv
# git_sha: dd6f8b8
# host: Darwin arm64
# units: reduced Lennard-Jones units (sigma = epsilon = mass = kB = 1)
# truncation: linear-force-shift
# pressure_includes_tail_correction: no
# potential_energy_includes_tail_correction: no
# temperature_dof: 3N=324 while Langevin drives (equilibration, and Langevin production), 3N-3=321 under the momentum-conserving integrators (NVE, Nose-Hoover), for which the centre-of-mass momentum is re-zeroed at the equilibration/production boundary
step,time,phase,potential_energy,kinetic_energy,total_energy,temperature,pressure
601,0.601,production,-504.8698645,82.87466936,-421.9951951,0.5163530801,-1.204013415
602,0.602,production,-504.7203687,82.72522961,-421.9951391,0.5154219913,-1.200178179
603,0.603,production,-504.5748831,82.57979797,-421.9950851,0.5145158752,-1.19645579
604,0.604,production,-504.4342602,82.43922627,-421.9950339,0.5136400391,-1.192871754
605,0.605,production,-504.2993101,82.30432435,-421.9949857,0.5127995287,-1.189450599
606,0.606,production,-504.1707947,82.17585368,-421.994941,0.5119990884,-1.186214991
607,0.607,production,-504.0494213,82.05452125,-421.9949001,0.511243123,-1.18318745
608,0.608,production,-503.9358373,81.94097405,-421.9948632,0.5105356639,-1.180386184
609,0.609,production,-503.8306249,81.83579405,-421.9948309,0.5098803368,-1.177829543
610,0.61,production,-503.7342965,81.73949324,-421.9948032,0.5092803317,-1.17553394
611,0.611,production,-503.6472902,81.65250979,-421.9947804,0.5087383788,-1.173511181
612,0.612,production,-503.5699675,81.57520486,-421.9947627,0.5082567281,-1.171771727
613,0.613,production,-503.5026105,81.50786053,-421.99475,0.5078371373,-1.170326143
614,0.614,production,-503.4454211,81.45067876,-421.9947424,0.5074808645,-1.169178004
615,0.615,production,-503.398521,81.40378118,-421.9947398,0.5071886678,-1.168332816
616,0.616,production,-503.361952,81.36720988,-421.9947422,0.5069608092,-1.167791603
617,0.617,production,-503.3356784,81.34092906,-421.9947493,0.5067970658,-1.167554721
618,0.618,production,-503.3195883,81.32482729,-421.994761,0.5066967432,-1.167617893
619,0.619,production,-503.3134974,81.31872045,-421.994777,0.5066586944,-1.167975757
620,0.62,production,-503.3171526,81.32235546,-421.9947971,0.5066813425,-1.168624065
621,0.621,production,-503.3302351,81.33541416,-421.9948209,0.506762705,-1.169554765
622,0.622,production,-503.3523666,81.35751856,-421.9948481,0.5069004272,-1.170754138
623,0.623,production,-503.3831146,81.38823632,-421.9948783,0.5070918151,-1.172211208
624,0.624,production,-503.4219968,81.42708552,-421.9949113,0.5073338662,-1.173910152
625,0.625,production,-503.4684865,81.47353982,-421.9949466,0.5076233011,-1.175837006
626,0.626,production,-503.5220183,81.52703442,-421.9949838,0.5079566008,-1.177974294
627,0.627,production,-503.5819951,81.58697241,-421.9950227,0.5083300462,-1.180303378
628,0.628,production,-503.6477927,81.65272997,-421.9950627,0.5087397506,-1.182806376
629,0.629,production,-503.7187652,81.72366137,-421.9951038,0.5091816908,-1.18546534
630,0.63,production,-503.7942498,81.79910441,-421.9951454,0.5096517408,-1.188259006
631,0.631,production,-503.8735731,81.87838572,-421.9951874,0.5101457054,-1.191165902
632,0.632,production,-503.956055,81.96082567,-421.9952293,0.51065935,-1.194167006
633,0.633,production,-504.0410138,82.04574278,-421.9952711,0.5111884285,-1.197241919
634,0.634,production,-504.1277703,82.13245804,-421.9953123,0.5117287105,-1.200369542
635,0.635,production,-504.2156522,82.22029956,-421.9953527,0.5122760097,-1.203529712
636,0.636,production,-504.3039987,82.3086066,-421.9953921,0.5128262093,-1.20670048
637,0.637,production,-504.3921634,82.39673313,-421.9954302,0.5133752843,-1.20986141
638,0.638,production,-504.4795183,82.4840513,-421.995467,0.5139193227,-1.212993851
639,0.639,production,-504.5654567,82.56995443,-421.9955023,0.5144545447,-1.216078564
640,0.64,production,-504.6493957,82.65385999,-421.9955358,0.5149773208,-1.21909871
641,0.641,production,-504.73078,82.73521267,-421.9955673,0.5154841911,-1.222037159
642,0.642,production,-504.8090837,82.81348682,-421.9955969,0.5159718805,-1.224878579
643,0.643,production,-504.8838133,82.88818916,-421.9956241,0.5164373156,-1.227606701
644,0.644,production,-504.9545106,82.95886152,-421.995649,0.5168776418,-1.230208619
645,0.645,production,-505.0207543,83.02508279,-421.9956715,0.5172902354,-1.232670762
646,0.646,production,-505.0821619,83.08647053,-421.9956914,0.5176727136,-1.234980025
647,0.647,production,-505.1383913,83.14268262,-421.9957087,0.5180229447,-1.237126224
648,0.648,production,-505.1891425,83.19341937,-421.9957231,0.5183390615,-1.239101206
649,0.649,production,-505.2341597,83.23842493,-421.9957348,0.51861947,-1.240896268
650,0.65,production,-505.2732318,83.27748824,-421.9957436,0.5188628551,-1.242503025
651,0.651,production,-505.3061935,83.31044416,-421.9957494,0.5190681879,-1.243915919
652,0.652,production,-505.3329265,83.33717431,-421.9957522,0.5192347309,-1.245130921
653,0.653,production,-505.3533599,83.3576079,-421.995752,0.519362043,-1.246146504
654,0.654,production,-505.3674711,83.37172243,-421.9957487,0.519449984,-1.246963554
655,0.655,production,-505.375286,83.37954351,-421.9957425,0.5194987135,-1.247582243
656,0.656,production,-505.3768771,83.38114384,-421.9957333,0.5195086843,-1.24800401
657,0.657,production,-505.3723639,83.37664275,-421.9957212,0.5194806402,-1.248230749
658,0.658,production,-505.3619119,83.36620559,-421.9957063,0.5194156112,-1.248267513
659,0.659,production,-505.3457308,83.3500421,-421.9956887,0.5193149041,-1.248120895
660,0.66,production,-505.3240734,83.32840482,-421.9956686,0.5191800923,-1.247797538
661,0.661,production,-505.2972333,83.30158727,-421.995646,0.5190130048,-1.247308403
662,0.662,production,-505.2655424,83.26992134,-421.9956211,0.5188157093,-1.246661353
663,0.663,production,-505.2293687,83.23377451,-421.9955942,0.5185904954,-1.245866611
664,0.664,production,-505.1891116,83.19354598,-421.9955657,0.5183398503,-1.244935224
665,0.665,production,-505.1451981,83.1496625,-421.9955356,0.518066433,-1.243880126
666,0.666,production,-505.098079,83.10257456,-421.9955044,0.5177730502,-1.242716582
667,0.667,production,-505.0482237,83.05275136,-421.9954724,0.5174626253,-1.241456831
668,0.668,production,-504.9961155,83.00067564,-421.9954399,0.517138166,-1.240115663
669,0.669,production,-504.9422459,82.94683863,-421.9954072,0.5168027329,-1.238705548
670,0.67,production,-504.8871091,82.89173423,-421.9953749,0.5164594033,-1.23724097
671,0.671,production,-504.8311963,82.83585317,-421.9953432,0.5161112347,-1.23573652
672,0.672,production,-504.7749898,82.7796774,-421.9953124,0.5157612299,-1.23420802
673,0.673,production,-504.7189573,82.72367411,-421.9952832,0.5154122997,-1.232670169
674,0.674,production,-504.6635451,82.66828933,-421.9952558,0.5150672232,-1.23113597
675,0.675,production,-504.6091726,82.61394195,-421.9952306,0.5147286103,-1.229618437
676,0.676,production,-504.5562264,82.56101851,-421.9952079,0.5143988693,-1.228128792
677,0.677,production,-504.5050564,82.50986823,-421.9951881,0.5140801759,-1.22667679
678,0.678,production,-504.4559695,82.460798,-421.9951715,0.5137744424,-1.225272217
679,0.679,production,-504.4092264,82.4140682,-421.9951582,0.5134832909,-1.22392261
680,0.68,production,-504.3650377,82.36988931,-421.9951484,0.5132080331,-1.222634235
681,0.681,production,-504.3235614,82.3284191,-421.9951423,0.5129496517,-1.221414256
682,0.682,production,-504.2849007,82.28976071,-421.99514,0.5127087895,-1.220265727
683,0.683,production,-504.249103,82.25396155,-421.9951414,0.5124857418,-1.219189459
684,0.684,production,-504.2161594,82.22101277,-421.9951466,0.5122804534,-1.218184866
685,0.685,production,-504.1860054,82.19084992,-421.9951555,0.5120925228,-1.217251537
686,0.686,production,-504.1585219,82.16335396,-421.9951679,0.5119212085,-1.216386727
687,0.687,production,-504.1335365,82.13835284,-421.9951837,0.5117654383,-1.21558788
688,0.688,production,-504.1108277,82.11562516,-421.9952025,0.5116238328,-1.214848325
689,0.689,production,-504.0901281,82.09490384,-421.9952242,0.511494728,-1.214161174
690,0.69,production,-504.0711283,82.07587985,-421.9952485,0.5113761984,-1.213518598
691,0.691,production,-504.0534822,82.05820748,-421.9952748,0.5112660902,-1.212910808
692,0.692,production,-504.0368127,82.04150978,-421.9953029,0.5111620547,-1.212327207
693,0.693,production,-504.0207164,82.02538414,-421.9953323,0.5110615834,-1.211759116
694,0.694,production,-504.0047712,82.00940857,-421.9953626,0.5109620472,-1.211194473
695,0.695,production,-503.9885411,81.99314753,-421.9953936,0.5108607322,-1.210621593
696,0.696,production,-503.9715825,81.9761577,-421.9954248,0.5107548767,-1.210028881
697,0.697,production,-503.9534497,81.95799399,-421.9954557,0.5106417071,-1.209404307
698,0.698,production,-503.9337019,81.93821589,-421.995486,0.5105184791,-1.208733781
699,0.699,production,-503.911909,81.91639376,-421.9955153,0.5103825156,-1.208005205
700,0.7,production,-503.8876575,81.89211445,-421.9955431,0.5102312427,-1.207208191
701,0.701,production,-503.8605561,81.86498683,-421.9955693,0.5100622232,-1.206333533
702,0.702,production,-503.8302401,81.8346467,-421.9955934,0.5098731882,-1.205371144
703,0.703,production,-503.7963773,81.80076216,-421.9956151,0.5096620695,-1.204311204
704,0.704,production,-503.7586724,81.76303803,-421.9956343,0.5094270283,-1.203146575
705,0.705,production,-503.7168699,81.72121911,-421.9956507,0.5091664742,-1.201875088
706,0.706,production,-503.6707578,81.67509372,-421.9956641,0.5088790886,-1.200487369
707,0.707,production,-503.6201713,81.62449705,-421.9956743,0.5085638445,-1.198980579
708,0.708,production,-503.5649947,81.56931357,-421.9956811,0.5082200222,-1.197351783
709,0.709,production,-503.5051635,81.50947892,-421.9956846,0.5078472207,-1.195600115
710,0.71,production,-503.4406662,81.44498179,-421.9956844,0.5074453694,-1.193724765
711,0.711,production,-503.3715464,81.37586564,-421.9956807,0.5070147392,-1.191730247
712,0.712,production,-503.2979015,81.30222797,-421.9956736,0.5065559375,-1.189620465
713,0.713,production,-503.219883,81.2242202,-421.9956628,0.5060699078,-1.187398764
714,0.714,production,-503.1376961,81.14204737,-421.9956487,0.5055579275,-1.185074897
715,0.715,production,-503.0515981,81.05596688,-421.9956313,0.5050216005,-1.182655441
716,0.716,production,-502.9618973,80.96628678,-421.9956106,0.504462846,-1.180151024
717,0.717,production,-502.8689503,80.87336337,-421.9955869,0.5038838839,-1.177572638
718,0.718,production,-502.7731591,80.7775987,-421.9955604,0.5032872193,-1.174933075
719,0.719,production,-502.6749685,80.67943706,-421.9955314,0.5026756203,-1.172246027
720,0.72,production,-502.5748601,80.57935973,-421.9955003,0.5020520855,-1.169526012
721,0.721,production,-502.4733472,80.47787988,-421.9954673,0.5014198123,-1.166786804
722,0.722,production,-502.3709709,80.3755381,-421.9954328,0.5007821688,-1.164046966
723,0.723,production,-502.2682937,80.27289656,-421.9953972,0.5001426577,-1.16132468
724,0.724,production,-502.1658934,80.17053254,-421.9953609,0.4995048756,-1.15863657
725,0.725,production,-502.0643565,80.06903203,-421.9953244,0.4988724737,-1.156000163
726,0.726,production,-501.9642711,79.96898275,-421.9952883,0.4982491137,-1.153433166
727,0.727,production,-501.8662193,79.87096645,-421.9952529,0.4976384203,-1.150952297
728,0.728,production,-501.7707709,79.77555223,-421.9952187,0.4970439391,-1.148574163
729,0.729,production,-501.6784757,79.68328961,-421.9951861,0.4964690941,-1.146316323
730,0.73,production,-501.5898566,79.59470086,-421.9951558,0.4959171393,-1.144195125
731,0.731,production,-501.5054026,79.51027484,-421.9951278,0.4953911205,-1.142224763
732,0.732,production,-501.4255642,79.43046158,-421.9951026,0.4948938416,-1.140417114
733,0.733,production,-501.350747,79.35566631,-421.9950807,0.4944278275,-1.138785889
734,0.734,production,-501.2813067,79.28624468,-421.995062,0.493995294,-1.137342211
735,0.735,production,-501.2175466,79.22249962,-421.9950469,0.4935981285,-1.1360948
736,0.736,production,-501.1597132,79.16467748,-421.9950357,0.4932378659,-1.135048973
737,0.737,production,-501.1079939,79.11296558,-421.9950283,0.4929156734,-1.134212423
738,0.738,production,-501.062516,79.06749118,-421.9950248,0.4926323438,-1.133587898
739,0.739,production,-501.0233462,79.0283212,-421.995025,0.4923882941,-1.133177777
740,0.74,production,-500.9904925,78.9954637,-421.9950288,0.4921835745,-1.132982237
741,0.741,production,-500.9639063,78.96887034,-421.9950359,0.4920178837,-1.13299998
742,0.742,production,-500.9434851,78.94843881,-421.9950463,0.4918905845,-1.133230063
743,0.743,production,-500.929076,78.93401649,-421.9950595,0.4918007258,-1.133667016
744,0.744,production,-500.9204805,78.92540514,-421.9950754,0.4917470725,-1.134304682
745,0.745,production,-500.9174588,78.92236547,-421.9950934,0.4917281338,-1.135133242
746,0.746,production,-500.9197359,78.92462285,-421.995113,0.4917421984,-1.136145069
747,0.747,production,-500.927008,78.93187387,-421.9951341,0.4917873762,-1.137336086
748,0.748,production,-500.9389484,78.94379226,-421.9951561,0.491861634,-1.138691603
749,0.749,production,-500.9552136,78.96003492,-421.9951787,0.4919628344,-1.140200444
750,0.75,production,-500.9754498,78.98024852,-421.9952013,0.4920887759,-1.141851238
751,0.751,production,-500.9992994,79.00407563,-421.9952237,0.4922372313,-1.143634766
752,0.752,production,-501.0264062,79.03116083,-421.9952453,0.4924059865,-1.145541632
753,0.753,production,-501.0564231,79.06115717,-421.9952659,0.4925928795,-1.147557509
754,0.754,production,-501.0890171,79.09373207,-421.995285,0.4927958384,-1.149672784
755,0.755,production,-501.1238744,79.12857197,-421.9953025,0.4930129095,-1.151876972
756,0.756,production,-501.1607046,79.1653866,-421.995318,0.4932422841,-1.154161819
757,0.757,production,-501.1992446,79.2039134,-421.9953312,0.4934823265,-1.156516959
758,0.758,production,-501.2392634,79.24392131,-421.9953421,0.4937315969,-1.158934723
759,0.759,production,-501.2805645,79.28521413,-421.9953503,0.4939888731,-1.161408761
760,0.76,production,-501.3229893,79.32763355,-421.9953558,0.4942531685,-1.163932173
761,0.761,production,-501.3664197,79.3710613,-421.9953584,0.4945237464,-1.166498761
762,0.762,production,-501.4107787,79.41542063,-421.995358,0.4948001285,-1.169106205
763,0.763,production,-501.4560323,79.46067757,-421.9953548,0.4950821032,-1.171751273
764,0.764,production,-501.5021904,79.50684189,-421.9953485,0.4953697314,-1.174436745
765,0.765,production,-501.5493059,79.55396659,-421.9953393,0.4956633432,-1.177158349
766,0.766,production,-501.5974746,79.60214724,-421.9953273,0.4959635342,-1.179916411
767,0.767,production,-501.6468337,79.65152117,-421.9953126,0.49627116,-1.182712814
768,0.768,production,-501.6975609,79.70226574,-421.9952952,0.4965873255,-1.185553345
769,0.769,production,-501.7498713,79.75459586,-421.9952755,0.4969133699,-1.188442234
770,0.77,production,-501.8040147,79.80876114,-421.9952536,0.4972508483,-1.191381429
771,0.771,production,-501.8602722,79.86504241,-421.9952298,0.4976015103,-1.19437772
772,0.772,production,-501.9189519,79.92374745,-421.9952045,0.4979672738,-1.197437234
773,0.773,production,-501.9803841,79.98520615,-421.9951779,0.4983501941,-1.200567778
774,0.774,production,-502.0449156,80.04976487,-421.9951507,0.4987524291,-1.203777244
775,0.775,production,-502.1129032,80.11778022,-421.995123,0.4991762007,-1.207074792
776,0.776,production,-502.1847087,80.18961325,-421.9950955,0.4996237585,-1.210467868
777,0.777,production,-502.2606911,80.26562267,-421.9950685,0.5000973375,-1.213963208
778,0.778,production,-502.3411998,80.34615727,-421.9950425,0.5005991107,-1.217568269
779,0.779,production,-502.4265669,80.43154885,-421.9950181,0.5011311455,-1.221291402
780,0.78,production,-502.5171007,80.522105,-421.9949957,0.5016953582,-1.225139558
781,0.781,production,-502.6130776,80.61810179,-421.9949758,0.5022934691,-1.229119441
782,0.782,production,-502.7147354,80.71977666,-421.9949588,0.5029269574,-1.233237865
783,0.783,production,-502.8222675,80.82732252,-421.994945,0.5035970251,-1.237494854
784,0.784,production,-502.9358171,80.94088217,-421.994935,0.5043045618,-1.241890796
785,0.785,production,-503.0554714,81.06054268,-421.9949287,0.5050501101,-1.246429933
786,0.786,production,-503.1812583,81.18633174,-421.9949266,0.5058338426,-1.251109994
787,0.787,production,-503.3131431,81.3182142,-421.9949289,0.5066555402,-1.255925229
788,0.788,production,-503.4510251,81.45608971,-421.9949354,0.5075145776,-1.260871771
789,0.789,production,-503.5947387,81.59979247,-421.9949463,0.5084099219,-1.26594498
790,0.79,production,-503.7440527,81.74909132,-421.9949613,0.5093401328,-1.271133479
791,0.791,production,-503.8986714,81.90369094,-421.9949805,0.5103033703,-1.276427539
792,0.792,production,-504.0582387,82.06323539,-421.9950033,0.5112974167,-1.28181618
793,0.793,production,-504.2223414,82.22731187,-421.9950296,0.5123197001,-1.287287023
794,0.794,production,-504.3905144,82.39545538,-421.995059,0.5133673233,-1.29282412
795,0.795,production,-504.5622456,82.56715455,-421.995091,0.5144371,-1.298411232
796,0.796,production,-504.7369835,82.74185831,-421.9951252,0.515525597,-1.30403109
797,0.797,production,-504.9141445,82.91898352,-421.9951609,0.5166291808,-1.309668216
798,0.798,production,-505.09312,83.0979222,-421.9951978,0.5177440635,-1.315304323
799,0.799,production,-505.2732847,83.27804935,-421.9952354,0.5188663511,-1.320918176
800,0.8,production,-505.4540038,83.4587307,-421.9952731,0.5199920916,-1.326490197
801,0.801,production,-505.6346407,83.63933031,-421.9953104,0.5211173228,-1.332003022
802,0.802,production,-505.8145648,83.81921795,-421.9953469,0.5222381181,-1.337437604
803,0.803,production,-505.993158,83.99777581,-421.9953822,0.5233506281,-1.342774243
804,0.804,production,-506.1698203,84.17440425,-421.995416,0.5244511168,-1.347997073
805,0.805,production,-506.3439761,84.34852821,-421.9954479,0.5255360013,-1.353086999
806,0.806,production,-506.5150804,84.5196029,-421.9954775,0.5266018872,-1.358028627
807,0.807,production,-506.6826226,84.68711782,-421.9955047,0.5276455939,-1.362805883
808,0.808,production,-506.84613,84.8506006,-421.9955294,0.5286641782,-1.367405836
809,0.809,production,-507.0051707,85.00961945,-421.9955513,0.5296549498,-1.371815193
810,0.81,production,-507.1593556,85.1637852,-421.9955704,0.5306154841,-1.376022078
811,0.811,production,-507.3083395,85.31275279,-421.9955867,0.5315436311,-1.380017615
812,0.812,production,-507.4518225,85.45622249,-421.9956,0.5324375233,-1.383792693
813,0.813,production,-507.5895506,85.59394004,-421.9956106,0.5332955766,-1.387342125
814,0.814,production,-507.7213142,85.72569559,-421.9956186,0.5341164834,-1.390659192
815,0.815,production,-507.8469467,85.85132295,-421.9956237,0.5348992084,-1.393739493
816,0.816,production,-507.9663257,85.97069931,-421.9956264,0.5356429864,-1.396578049
817,0.817,production,-508.0793701,86.08374352,-421.9956266,0.5363473116,-1.39917461
818,0.818,production,-508.1860383,86.19041392,-421.9956244,0.5370119248,-1.401529824
819,0.819,production,-508.2863268,86.29070669,-421.9956201,0.5376368018,-1.4036445
820,0.82,production,-508.3802674,86.38465364,-421.9956138,0.538222141,-1.405517975
821,0.821,production,-508.4679259,86.47232034,-421.9956056,0.538768351,-1.407153293
822,0.822,production,-508.5493989,86.55380315,-421.9955958,0.5392760321,-1.408554359
823,0.823,production,-508.6248105,86.62922616,-421.9955843,0.5397459574,-1.409726144
824,0.824,production,-508.6943111,86.69873954,-421.9955716,0.5401790626,-1.410672445
825,0.825,production,-508.7580746,86.76251703,-421.9955576,0.5405764301,-1.411399687
826,0.826,production,-508.8162959,86.82075331,-421.9955426,0.540939273,-1.411915623
827,0.827,production,-508.8691882,86.87366151,-421.9955267,0.5412689191,-1.412226536
828,0.828,production,-508.9169806,86.92147065,-421.99551,0.5415667953,-1.412340143
829,0.829,production,-508.9599162,86.96442342,-421.9954927,0.5418344139,-1.412264638
830,0.83,production,-508.9982489,87.00277392,-421.9954749,0.5420733578,-1.412010265
831,0.831,production,-509.0322425,87.03678569,-421.9954569,0.5422852691,-1.411587637
832,0.832,production,-509.0621676,87.06672895,-421.9954386,0.5424718315,-1.411006411
833,0.833,production,-509.0882987,87.09287844,-421.9954203,0.5426347567,-1.410274062
834,0.834,production,-509.1109139,87.11551194,-421.995402,0.5427757753,-1.409399661
835,0.835,production,-509.1302918,87.13490788,-421.9953839,0.5428966223,-1.408393026
836,0.836,production,-509.1467095,87.15134344,-421.9953661,0.5429990246,-1.407264336
837,0.837,production,-509.1604414,87.16509271,-421.9953487,0.5430846898,-1.406023175
838,0.838,production,-509.1717566,87.17642481,-421.9953318,0.5431552948,-1.404680999
839,0.839,production,-509.1809179,87.1856025,-421.9953154,0.5432124766,-1.403245881
840,0.84,production,-509.1881807,87.19288097,-421.9952998,0.5432578254,-1.401728744
841,0.841,production,-509.193791,87.19850614,-421.9952848,0.5432928731,-1.400136295
842,0.842,production,-509.1979841,87.20271359,-421.9952705,0.5433190878,-1.398478227
843,0.843,production,-509.200985,87.20572772,-421.9952573,0.5433378674,-1.396763194
844,0.844,production,-509.2030047,87.20775971,-421.995245,0.5433505278,-1.394999444
845,0.845,production,-509.2042403,87.20900666,-421.9952337,0.5433582969,-1.393196746
846,0.846,production,-509.204875,87.20965176,-421.9952232,0.5433623163,-1.39136025
847,0.847,production,-509.2050777,87.20986385,-421.9952138,0.5433636377,-1.38949491
848,0.848,production,-509.2050026,87.20979727,-421.9952053,0.5433632228,-1.387606725
849,0.849,production,-509.2047894,87.20959156,-421.9951978,0.5433619412,-1.385703465
850,0.85,production,-509.2045631,87.20937187,-421.9951912,0.5433605724,-1.383791732
851,0.851,production,-509.2044348,87.20924922,-421.9951855,0.5433598082,-1.381877227
852,0.852,production,-509.2045018,87.20932122,-421.9951806,0.5433602568,-1.379964371
853,0.853,production,-509.2048493,87.20967281,-421.9951765,0.5433624474,-1.378055267
854,0.854,production,-509.2055495,87.21037646,-421.9951731,0.5433668315,-1.376153872
855,0.855,production,-509.2066637,87.21149339,-421.9951703,0.5433737906,-1.374263658
856,0.856,production,-509.2082426,87.21307445,-421.9951681,0.5433836414,-1.372387715
857,0.857,production,-509.2103274,87.21516091,-421.9951665,0.5433966412,-1.370527963
858,0.858,production,-509.212951,87.21778578,-421.9951653,0.5434129955,-1.368687226
859,0.859,production,-509.2161392,87.2209749,-421.9951643,0.5434328654,-1.366869112
860,0.86,production,-509.219912,87.22474839,-421.9951637,0.5434563763,-1.365074813
861,0.861,production,-509.2242848,87.22912161,-421.9951632,0.5434836237,-1.363307293
862,0.862,production,-509.2292686,87.23410561,-421.995163,0.5435146767,-1.361568397
863,0.863,production,-509.2348704,87.23970743,-421.995163,0.543549579,-1.359860221
864,0.864,production,-509.241094,87.24593112,-421.9951629,0.5435883559,-1.358181841
865,0.865,production,-509.2479419,87.25277893,-421.9951629,0.5436310214,-1.356532632
866,0.866,production,-509.2554144,87.26025141,-421.995163,0.5436775789,-1.354912978
867,0.867,production,-509.2635107,87.26834757,-421.9951631,0.5437280223,-1.353324786
868,0.868,production,-509.2722282,87.27706492,-421.9951633,0.5437823359,-1.35176832
869,0.869,production,-509.2815629,87.28639942,-421.9951635,0.5438404948,-1.350244035
870,0.87,production,-509.2915091,87.29634523,-421.9951638,0.5439024625,-1.348752276
871,0.871,production,-509.3020588,87.30689453,-421.9951642,0.5439681902,-1.347294537
872,0.872,production,-509.3132017,87.31803684,-421.9951649,0.5440376127,-1.34587516
873,0.873,production,-509.324924,87.32975826,-421.9951657,0.5441106434,-1.344490467
874,0.874,production,-509.3372081,87.34204135,-421.9951668,0.5441871735,-1.343138946
875,0.875,production,-509.3500326,87.35486449,-421.9951681,0.5442670685,-1.341824029
876,0.876,production,-509.3633709,87.36820106,-421.9951699,0.5443501624,-1.340544497
877,0.877,production,-509.3771907,87.3820186,-421.9951721,0.544436253,-1.339296422
878,0.878,production,-509.3914529,87.39627817,-421.9951747,0.5445250976,-1.338080542
879,0.879,production,-509.4061117,87.41093391,-421.9951778,0.5446164106,-1.336895196
880,0.88,production,-509.4211138,87.42593226,-421.9951815,0.5447098583,-1.335739302
881,0.881,production,-509.4363971,87.44121132,-421.9951858,0.5448050549,-1.334614134
882,0.882,production,-509.4518911,87.4567005,-421.9951906,0.5449015607,-1.333516555
883,0.883,production,-509.4675165,87.47232034,-421.9951962,0.5449988806,-1.332442069
884,0.884,production,-509.4831843,87.48798203,-421.9952023,0.5450964612,-1.331387836
885,0.885,production,-509.4987966,87.50358761,-421.995209,0.5451936922,-1.330349668
886,0.886,production,-509.5142469,87.51903054,-421.9952163,0.5452899099,-1.329325843
887,0.887,production,-509.52942,87.5341957,-421.9952243,0.5453843969,-1.328312836
888,0.888,production,-509.5441925,87.54895975,-421.9952327,0.5454763848,-1.327307186
889,0.889,production,-509.5584337,87.56319205,-421.9952417,0.5455650595,-1.326305431
890,0.89,production,-509.5720059,87.57675478,-421.9952512,0.5456495625,-1.325302026
891,0.891,production,-509.5847646,87.58950357,-421.995261,0.5457289942,-1.324293346
892,0.892,production,-509.5965599,87.60128858,-421.9952713,0.545802421,-1.323275442
893,0.893,production,-509.6072374,87.61195565,-421.9952817,0.5458688825,-1.322243693
894,0.894,production,-509.6166404,87.62134804,-421.9952923,0.5459274021,-1.321192572
895,0.895,production,-509.6246105,87.6293075,-421.995303,0.5459769938,-1.320117469
896,0.896,production,-509.6309889,87.63567518,-421.9953137,0.5460166678,-1.319012642
897,0.897,production,-509.6356171,87.6402927,-421.9953245,0.5460454374,-1.317875058
898,0.898,production,-509.6383385,87.6430036,-421.9953349,0.5460623277,-1.316698545
899,0.899,production,-509.6390005,87.64365544,-421.995345,0.546066389,-1.315477349
900,0.9,production,-509.6374557,87.64210074,-421.995355,0.5460567024,-1.314210021
901,0.901,production,-509.6335618,87.63819755,-421.9953642,0.5460323835,-1.312895593
902,0.902,production,-509.6271852,87.63181191,-421.9953733,0.5459925976,-1.311527071
903,0.903,production,-509.6182,87.62281839,-421.9953816,0.5459365632,-1.310096574
904,0.904,production,-509.6064894,87.61109989,-421.9953895,0.5458635507,-1.308600064
905,0.905,production,-509.591946,87.5965492,-421.9953968,0.5457728922,-1.307035716
906,0.906,production,-509.5744731,87.57906968,-421.9954034,0.5456639855,-1.305398757
907,0.907,production,-509.5539854,87.5585761,-421.9954093,0.5455362997,-1.30368689
908,0.908,production,-509.5304098,87.53499562,-421.9954142,0.5453893808,-1.301898162
909,0.909,production,-509.5036869,87.5082684,-421.9954185,0.5452228561,-1.300032551
910,0.91,production,-509.4737693,87.47834714,-421.9954222,0.5450364308,-1.298085462
911,0.911,production,-509.4406217,87.4451967,-421.995425,0.544829886,-1.296055355
912,0.912,production,-509.4042214,87.40879433,-421.9954271,0.54460308,-1.293944055
913,0.913,production,-509.3645586,87.36913015,-421.9954284,0.5443559511,-1.291748467
914,0.914,production,-509.3216365,87.32620751,-421.995429,0.5440885203,-1.289468164
915,0.915,production,-509.275471,87.28004207,-421.9954289,0.5438008852,-1.287104755
916,0.916,production,-509.2260898,87.23066173,-421.9954281,0.5434932195,-1.284658581
917,0.917,production,-509.1735331,87.17810649,-421.9954266,0.5431657726,-1.282129401
918,0.918,production,-509.1178521,87.12242756,-421.9954245,0.5428188633,-1.279518891
919,0.919,production,-509.0591088,87.06368698,-421.9954218,0.5424528784,-1.27683064
920,0.92,production,-508.9973756,87.00195697,-421.9954187,0.5420682677,-1.274065982
921,0.921,production,-508.9327342,86.93731923,-421.995415,0.5416655404,-1.27122927
922,0.922,production,-508.8652749,86.86986409,-421.9954109,0.5412452591,-1.268324787
923,0.923,production,-508.7950958,86.79968926,-421.9954065,0.5408080328,-1.265352401
924,0.924,production,-508.7223006,86.72689875,-421.9954019,0.5403545093,-1.262313078
925,0.925,production,-508.6469991,86.65160206,-421.995397,0.5398853711,-1.259210888
926,0.926,production,-508.5693056,86.57391352,-421.9953921,0.5394013303,-1.256052231
